property_id	property_name	property_type	bhk	price_min	price_max	city	state	location	status	developer
P0217	Besa Premium Homes	Apartment	2	3900000	5400000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0218	Besa Luxury Villas	Villa	3	8500000	11000000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0219	Wardha Road Skyview	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0220	Wardha Road Skyview Plus	Apartment	3	5800000	7600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0221	Amravati Road Greens	Apartment	1	2800000	3600000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0222	Amravati Road Greens Plus	Apartment	2	3800000	5200000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0223	Central Nagpur Residency	Apartment	2	4500000	6200000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0224	Central Nagpur Residency Lux	Apartment	3	6500000	8800000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0225	Medical Square Homes	Apartment	1	2600000	3400000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0226	Medical Square Homes Plus	Apartment	2	3600000	4800000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0227	Chatrapati Nagar Enclave	Apartment	2	4000000	5600000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0228	Chatrapati Nagar Elite	Apartment	3	6200000	8500000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0229	Narendra Nagar Residency	Apartment	2	4300000	5900000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0230	Narendra Nagar Residency Lux	Apartment	3	6600000	9000000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0231	Hingna Road Tech Homes	Apartment	1	2500000	3300000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0232	Hingna Road Tech Homes Plus	Apartment	2	3500000	4800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0233	Hingna Road Tech Villas	Villa	3	7800000	9800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0234	Mahalaxmi Nagar Flats	Apartment	2	3900000	5200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0235	Mahalaxmi Nagar Elite	Apartment	3	6100000	8200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0236	Somalwada Residency	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0237	Somalwada Residency Plus	Apartment	3	6400000	8700000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0238	Bajaj Nagar Comfort Homes	Apartment	1	2700000	3500000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0239	Bajaj Nagar Comfort Plus	Apartment	2	3700000	4900000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0240	Bajaj Nagar Comfort Elite	Apartment	3	5900000	7800000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0241	Rosetta Stone Honey Hills Villa	Villa	2	5120000	5120000	Nagpur	Maharashtra	Amravati Road	Available	Honey Hills Infra
P0242	Om Shiv Kailasa	Apartment	2.5	4780000	6780000	Nagpur	Maharashtra	Wardha Road	Available	Om Shiv Builders
P0243	MIHAN Residency Phase 1	Apartment	2	3800000	5200000	Nagpur	Maharashtra	MIHAN	Upcoming	MIHAN Developers
P0244	MIHAN Residency Phase 2	Apartment	3	5200000	7200000	Nagpur	Maharashtra	MIHAN	Available	MIHAN Developers
P0245	Trimurti Nagar Heights	Apartment	2	4200000	5800000	Nagpur	Maharashtra	Trimurti Nagar	Available	Trimurti Group
P0246	Manish Nagar Elite	Apartment	3	6000000	8200000	Nagpur	Maharashtra	Manish Nagar	Available	Elite Builders
P0247	Besa Premium Homes	Apartment	2	3900000	5400000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0248	Besa Luxury Villas	Villa	3	8500000	11000000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0249	Wardha Road Skyview	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0250	Wardha Road Skyview Plus	Apartment	3	5800000	7600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0251	Amravati Road Greens	Apartment	1	2800000	3600000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0252	Amravati Road Greens Plus	Apartment	2	3800000	5200000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0253	Central Nagpur Residency	Apartment	2	4500000	6200000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0254	Central Nagpur Residency Lux	Apartment	3	6500000	8800000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0255	Medical Square Homes	Apartment	1	2600000	3400000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0256	Medical Square Homes Plus	Apartment	2	3600000	4800000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0257	Chatrapati Nagar Enclave	Apartment	2	4000000	5600000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0258	Chatrapati Nagar Elite	Apartment	3	6200000	8500000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0259	Narendra Nagar Residency	Apartment	2	4300000	5900000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0260	Narendra Nagar Residency Lux	Apartment	3	6600000	9000000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0261	Hingna Road Tech Homes	Apartment	1	2500000	3300000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0262	Hingna Road Tech Homes Plus	Apartment	2	3500000	4800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0263	Hingna Road Tech Villas	Villa	3	7800000	9800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0264	Mahalaxmi Nagar Flats	Apartment	2	3900000	5200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0265	Mahalaxmi Nagar Elite	Apartment	3	6100000	8200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0266	Somalwada Residency	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0267	Somalwada Residency Plus	Apartment	3	6400000	8700000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0268	Bajaj Nagar Comfort Homes	Apartment	1	2700000	3500000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0269	Bajaj Nagar Comfort Plus	Apartment	2	3700000	4900000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0270	Bajaj Nagar Comfort Elite	Apartment	3	5900000	7800000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0271	Rosetta Stone Honey Hills Villa	Villa	2	5120000	5120000	Nagpur	Maharashtra	Amravati Road	Available	Honey Hills Infra
P0272	Om Shiv Kailasa	Apartment	2.5	4780000	6780000	Nagpur	Maharashtra	Wardha Road	Available	Om Shiv Builders
P0273	MIHAN Residency Phase 1	Apartment	2	3800000	5200000	Nagpur	Maharashtra	MIHAN	Upcoming	MIHAN Developers
P0274	MIHAN Residency Phase 2	Apartment	3	5200000	7200000	Nagpur	Maharashtra	MIHAN	Available	MIHAN Developers
P0275	Trimurti Nagar Heights	Apartment	2	4200000	5800000	Nagpur	Maharashtra	Trimurti Nagar	Available	Trimurti Group
P0276	Manish Nagar Elite	Apartment	3	6000000	8200000	Nagpur	Maharashtra	Manish Nagar	Available	Elite Builders
P0277	Besa Premium Homes	Apartment	2	3900000	5400000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0278	Besa Luxury Villas	Villa	3	8500000	11000000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0279	Wardha Road Skyview	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0280	Wardha Road Skyview Plus	Apartment	3	5800000	7600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0281	Amravati Road Greens	Apartment	1	2800000	3600000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0282	Amravati Road Greens Plus	Apartment	2	3800000	5200000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0283	Central Nagpur Residency	Apartment	2	4500000	6200000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0284	Central Nagpur Residency Lux	Apartment	3	6500000	8800000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0285	Medical Square Homes	Apartment	1	2600000	3400000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0286	Medical Square Homes Plus	Apartment	2	3600000	4800000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0287	Chatrapati Nagar Enclave	Apartment	2	4000000	5600000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0288	Chatrapati Nagar Elite	Apartment	3	6200000	8500000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0289	Narendra Nagar Residency	Apartment	2	4300000	5900000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0290	Narendra Nagar Residency Lux	Apartment	3	6600000	9000000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0291	Hingna Road Tech Homes	Apartment	1	2500000	3300000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0292	Hingna Road Tech Homes Plus	Apartment	2	3500000	4800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0293	Hingna Road Tech Villas	Villa	3	7800000	9800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0294	Mahalaxmi Nagar Flats	Apartment	2	3900000	5200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0295	Mahalaxmi Nagar Elite	Apartment	3	6100000	8200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0296	Somalwada Residency	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0297	Somalwada Residency Plus	Apartment	3	6400000	8700000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0298	Bajaj Nagar Comfort Homes	Apartment	1	2700000	3500000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0299	Bajaj Nagar Comfort Plus	Apartment	2	3700000	4900000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0300	Bajaj Nagar Comfort Elite	Apartment	3	5900000	7800000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0301	Rosetta Stone Honey Hills Villa	Villa	2	5120000	5120000	Nagpur	Maharashtra	Amravati Road	Available	Honey Hills Infra
P0302	Om Shiv Kailasa	Apartment	2.5	4780000	6780000	Nagpur	Maharashtra	Wardha Road	Available	Om Shiv Builders
P0303	MIHAN Residency Phase 1	Apartment	2	3800000	5200000	Nagpur	Maharashtra	MIHAN	Upcoming	MIHAN Developers
P0304	MIHAN Residency Phase 2	Apartment	3	5200000	7200000	Nagpur	Maharashtra	MIHAN	Available	MIHAN Developers
P0305	Trimurti Nagar Heights	Apartment	2	4200000	5800000	Nagpur	Maharashtra	Trimurti Nagar	Available	Trimurti Group
P0306	Manish Nagar Elite	Apartment	3	6000000	8200000	Nagpur	Maharashtra	Manish Nagar	Available	Elite Builders
P0307	Besa Premium Homes	Apartment	2	3900000	5400000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0308	Besa Luxury Villas	Villa	3	8500000	11000000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0309	Wardha Road Skyview	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0310	Wardha Road Skyview Plus	Apartment	3	5800000	7600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0311	Amravati Road Greens	Apartment	1	2800000	3600000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0312	Amravati Road Greens Plus	Apartment	2	3800000	5200000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0313	Central Nagpur Residency	Apartment	2	4500000	6200000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0314	Central Nagpur Residency Lux	Apartment	3	6500000	8800000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0315	Medical Square Homes	Apartment	1	2600000	3400000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0316	Medical Square Homes Plus	Apartment	2	3600000	4800000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0317	Chatrapati Nagar Enclave	Apartment	2	4000000	5600000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0318	Chatrapati Nagar Elite	Apartment	3	6200000	8500000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0319	Narendra Nagar Residency	Apartment	2	4300000	5900000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0320	Narendra Nagar Residency Lux	Apartment	3	6600000	9000000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0321	Hingna Road Tech Homes	Apartment	1	2500000	3300000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0322	Hingna Road Tech Homes Plus	Apartment	2	3500000	4800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0323	Hingna Road Tech Villas	Villa	3	7800000	9800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0324	Mahalaxmi Nagar Flats	Apartment	2	3900000	5200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0325	Mahalaxmi Nagar Elite	Apartment	3	6100000	8200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0326	Somalwada Residency	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0327	Somalwada Residency Plus	Apartment	3	6400000	8700000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0328	Bajaj Nagar Comfort Homes	Apartment	1	2700000	3500000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0329	Bajaj Nagar Comfort Plus	Apartment	2	3700000	4900000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0330	Bajaj Nagar Comfort Elite	Apartment	3	5900000	7800000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0331	Rosetta Stone Honey Hills Villa	Villa	2	5120000	5120000	Nagpur	Maharashtra	Amravati Road	Available	Honey Hills Infra
P0332	Om Shiv Kailasa	Apartment	2.5	4780000	6780000	Nagpur	Maharashtra	Wardha Road	Available	Om Shiv Builders
P0333	MIHAN Residency Phase 1	Apartment	2	3800000	5200000	Nagpur	Maharashtra	MIHAN	Upcoming	MIHAN Developers
P0334	MIHAN Residency Phase 2	Apartment	3	5200000	7200000	Nagpur	Maharashtra	MIHAN	Available	MIHAN Developers
P0335	Trimurti Nagar Heights	Apartment	2	4200000	5800000	Nagpur	Maharashtra	Trimurti Nagar	Available	Trimurti Group
P0336	Manish Nagar Elite	Apartment	3	6000000	8200000	Nagpur	Maharashtra	Manish Nagar	Available	Elite Builders
P0337	Besa Premium Homes	Apartment	2	3900000	5400000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0338	Besa Luxury Villas	Villa	3	8500000	11000000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0339	Wardha Road Skyview	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0340	Wardha Road Skyview Plus	Apartment	3	5800000	7600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0341	Amravati Road Greens	Apartment	1	2800000	3600000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0342	Amravati Road Greens Plus	Apartment	2	3800000	5200000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0343	Central Nagpur Residency	Apartment	2	4500000	6200000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0344	Central Nagpur Residency Lux	Apartment	3	6500000	8800000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0345	Medical Square Homes	Apartment	1	2600000	3400000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0346	Medical Square Homes Plus	Apartment	2	3600000	4800000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0347	Chatrapati Nagar Enclave	Apartment	2	4000000	5600000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0348	Chatrapati Nagar Elite	Apartment	3	6200000	8500000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0349	Narendra Nagar Residency	Apartment	2	4300000	5900000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0350	Narendra Nagar Residency Lux	Apartment	3	6600000	9000000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0351	Hingna Road Tech Homes	Apartment	1	2500000	3300000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0352	Hingna Road Tech Homes Plus	Apartment	2	3500000	4800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0353	Hingna Road Tech Villas	Villa	3	7800000	9800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0354	Mahalaxmi Nagar Flats	Apartment	2	3900000	5200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0355	Mahalaxmi Nagar Elite	Apartment	3	6100000	8200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0356	Somalwada Residency	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0357	Somalwada Residency Plus	Apartment	3	6400000	8700000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0358	Bajaj Nagar Comfort Homes	Apartment	1	2700000	3500000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0359	Bajaj Nagar Comfort Plus	Apartment	2	3700000	4900000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0360	Bajaj Nagar Comfort Elite	Apartment	3	5900000	7800000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0361	Rosetta Stone Honey Hills Villa	Villa	2	5120000	5120000	Nagpur	Maharashtra	Amravati Road	Available	Honey Hills Infra
P0362	Om Shiv Kailasa	Apartment	2.5	4780000	6780000	Nagpur	Maharashtra	Wardha Road	Available	Om Shiv Builders
P0363	MIHAN Residency Phase 1	Apartment	2	3800000	5200000	Nagpur	Maharashtra	MIHAN	Upcoming	MIHAN Developers
P0364	MIHAN Residency Phase 2	Apartment	3	5200000	7200000	Nagpur	Maharashtra	MIHAN	Available	MIHAN Developers
P0365	Trimurti Nagar Heights	Apartment	2	4200000	5800000	Nagpur	Maharashtra	Trimurti Nagar	Available	Trimurti Group
P0366	Manish Nagar Elite	Apartment	3	6000000	8200000	Nagpur	Maharashtra	Manish Nagar	Available	Elite Builders
P0367	Besa Premium Homes	Apartment	2	3900000	5400000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0368	Besa Luxury Villas	Villa	3	8500000	11000000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0369	Wardha Road Skyview	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0370	Wardha Road Skyview Plus	Apartment	3	5800000	7600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0371	Amravati Road Greens	Apartment	1	2800000	3600000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0372	Amravati Road Greens Plus	Apartment	2	3800000	5200000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0373	Central Nagpur Residency	Apartment	2	4500000	6200000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0374	Central Nagpur Residency Lux	Apartment	3	6500000	8800000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0375	Medical Square Homes	Apartment	1	2600000	3400000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0376	Medical Square Homes Plus	Apartment	2	3600000	4800000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0377	Chatrapati Nagar Enclave	Apartment	2	4000000	5600000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0378	Chatrapati Nagar Elite	Apartment	3	6200000	8500000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0379	Narendra Nagar Residency	Apartment	2	4300000	5900000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0380	Narendra Nagar Residency Lux	Apartment	3	6600000	9000000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0381	Hingna Road Tech Homes	Apartment	1	2500000	3300000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0382	Hingna Road Tech Homes Plus	Apartment	2	3500000	4800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0383	Hingna Road Tech Villas	Villa	3	7800000	9800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0384	Mahalaxmi Nagar Flats	Apartment	2	3900000	5200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0385	Mahalaxmi Nagar Elite	Apartment	3	6100000	8200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0386	Somalwada Residency	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0387	Somalwada Residency Plus	Apartment	3	6400000	8700000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0388	Bajaj Nagar Comfort Homes	Apartment	1	2700000	3500000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0389	Bajaj Nagar Comfort Plus	Apartment	2	3700000	4900000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0390	Bajaj Nagar Comfort Elite	Apartment	3	5900000	7800000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0391	Rosetta Stone Honey Hills Villa	Villa	2	5120000	5120000	Nagpur	Maharashtra	Amravati Road	Available	Honey Hills Infra
P0392	Om Shiv Kailasa	Apartment	2.5	4780000	6780000	Nagpur	Maharashtra	Wardha Road	Available	Om Shiv Builders
P0393	MIHAN Residency Phase 1	Apartment	2	3800000	5200000	Nagpur	Maharashtra	MIHAN	Upcoming	MIHAN Developers
P0394	MIHAN Residency Phase 2	Apartment	3	5200000	7200000	Nagpur	Maharashtra	MIHAN	Available	MIHAN Developers
P0395	Trimurti Nagar Heights	Apartment	2	4200000	5800000	Nagpur	Maharashtra	Trimurti Nagar	Available	Trimurti Group
P0396	Manish Nagar Elite	Apartment	3	6000000	8200000	Nagpur	Maharashtra	Manish Nagar	Available	Elite Builders
P0397	Besa Premium Homes	Apartment	2	3900000	5400000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0398	Besa Luxury Villas	Villa	3	8500000	11000000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0399	Wardha Road Skyview	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0400	Wardha Road Skyview Plus	Apartment	3	5800000	7600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0401	Amravati Road Greens	Apartment	1	2800000	3600000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0402	Amravati Road Greens Plus	Apartment	2	3800000	5200000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0403	Central Nagpur Residency	Apartment	2	4500000	6200000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0404	Central Nagpur Residency Lux	Apartment	3	6500000	8800000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
P0405	Medical Square Homes	Apartment	1	2600000	3400000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0406	Medical Square Homes Plus	Apartment	2	3600000	4800000	Nagpur	Maharashtra	Medical Square	Available	HealthCity Builders
P0407	Chatrapati Nagar Enclave	Apartment	2	4000000	5600000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0408	Chatrapati Nagar Elite	Apartment	3	6200000	8500000	Nagpur	Maharashtra	Chatrapati Nagar	Available	Enclave Group
P0409	Narendra Nagar Residency	Apartment	2	4300000	5900000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0410	Narendra Nagar Residency Lux	Apartment	3	6600000	9000000	Nagpur	Maharashtra	Narendra Nagar	Available	Narendra Infra
P0411	Hingna Road Tech Homes	Apartment	1	2500000	3300000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0412	Hingna Road Tech Homes Plus	Apartment	2	3500000	4800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0413	Hingna Road Tech Villas	Villa	3	7800000	9800000	Nagpur	Maharashtra	Hingna Road	Available	TechBuild
P0414	Mahalaxmi Nagar Flats	Apartment	2	3900000	5200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0415	Mahalaxmi Nagar Elite	Apartment	3	6100000	8200000	Nagpur	Maharashtra	Mahalaxmi Nagar	Available	Mahalaxmi Infra
P0416	Somalwada Residency	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0417	Somalwada Residency Plus	Apartment	3	6400000	8700000	Nagpur	Maharashtra	Somalwada	Available	Somalwada Group
P0418	Bajaj Nagar Comfort Homes	Apartment	1	2700000	3500000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0419	Bajaj Nagar Comfort Plus	Apartment	2	3700000	4900000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0420	Bajaj Nagar Comfort Elite	Apartment	3	5900000	7800000	Nagpur	Maharashtra	Bajaj Nagar	Available	Comfort Builders
P0421	Rosetta Stone Honey Hills Villa	Villa	2	5120000	5120000	Nagpur	Maharashtra	Amravati Road	Available	Honey Hills Infra
P0422	Om Shiv Kailasa	Apartment	2.5	4780000	6780000	Nagpur	Maharashtra	Wardha Road	Available	Om Shiv Builders
P0423	MIHAN Residency Phase 1	Apartment	2	3800000	5200000	Nagpur	Maharashtra	MIHAN	Upcoming	MIHAN Developers
P0424	MIHAN Residency Phase 2	Apartment	3	5200000	7200000	Nagpur	Maharashtra	MIHAN	Available	MIHAN Developers
P0425	Trimurti Nagar Heights	Apartment	2	4200000	5800000	Nagpur	Maharashtra	Trimurti Nagar	Available	Trimurti Group
P0426	Manish Nagar Elite	Apartment	3	6000000	8200000	Nagpur	Maharashtra	Manish Nagar	Available	Elite Builders
P0427	Besa Premium Homes	Apartment	2	3900000	5400000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0428	Besa Luxury Villas	Villa	3	8500000	11000000	Nagpur	Maharashtra	Besa	Available	Besa Infra
P0429	Wardha Road Skyview	Apartment	2	4100000	5600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0430	Wardha Road Skyview Plus	Apartment	3	5800000	7600000	Nagpur	Maharashtra	Wardha Road	Available	Skyline Group
P0431	Amravati Road Greens	Apartment	1	2800000	3600000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0432	Amravati Road Greens Plus	Apartment	2	3800000	5200000	Nagpur	Maharashtra	Amravati Road	Available	Greenfield Builders
P0433	Central Nagpur Residency	Apartment	2	4500000	6200000	Nagpur	Maharashtra	Dharampeth	Available	Central Infra
